iter	Logloss
137	0.01043336448
138	0.01023824716
139	0.0100859426
140	0.01003030559
141	0.01000010396
142	0.009856134175
143	0.009724446347
144	0.009668301154
145	0.009531338849
146	0.00938553308
147	0.009274221247
148	0.009218201449
149	0.009185307893
150	0.009136834034
151	0.00905640108
152	0.009009341121
153	0.008876667609
154	0.008767265628
155	0.008676068195
156	0.008590903626
157	0.008534215035
158	0.008466053198
159	0.008389116267
160	0.008389116267
161	0.008355667116
162	0.008308747438
163	0.008246399168
164	0.008201137428
165	0.008166297252
166	0.008096590351
167	0.008001468463
168	0.008001475362
169	0.008001475362
170	0.008001444535
171	0.008001450139
172	0.008001463458
173	0.007914706812
174	0.007914693217
175	0.00782126842
176	0.007821211896
177	0.007821206432
178	0.007821114257
179	0.007821050734
180	0.007784452592
181	0.007784378048
182	0.00778434693
183	0.007761223545
184	0.00771135856
185	0.007651462165
186	0.007612273468
187	0.007574394358
188	0.007574394358
189	0.00757441668
190	0.007540084271
191	0.007504685451
192	0.007493872273
193	0.007457362542
194	0.007413600119
195	0.007360904728
196	0.007332239707
197	0.007283850406
198	0.007216369877
199	0.007185933091
200	0.007130458601
201	0.007098003448
202	0.007071577355
203	0.00703090884
204	0.006992863915
205	0.006992626133
206	0.006970948036
207	0.006970905369
208	0.006934440331
209	0.006891397708
210	0.006869236229
211	0.006869236229
212	0.006841511774
213	0.006771204738
214	0.006716141549
215	0.00667944739
216	0.006611808336
217	0.006579065639
218	0.006556283729
219	0.006556293171
220	0.006556262765
221	0.006556279133
222	0.0065562363
223	0.006556221303
224	0.006556202005
225	0.00655617257
226	0.006556133681
227	0.00655613932
228	0.006556112241
229	0.006556118229
230	0.00655612083
231	0.006556096664
232	0.006556112019
233	0.006556062184
234	0.006533126055
235	0.006503924873
236	0.00650388846
237	0.006503734884
238	0.006503751172
239	0.006503715067
240	0.006503690435
241	0.006503691752
242	0.006484203821
243	0.006484103917
244	0.006484107591
245	0.006484016013
246	0.006484016013
247	0.006483973685
248	0.006483973685
249	0.006483829528
250	0.006483829528
251	0.006483752083
252	0.006483752083
253	0.006483752083
254	0.006483752083
255	0.006483752083
256	0.006483752083
257	0.006483752083
258	0.006483752083
259	0.006483584232
260	0.006483584232
261	0.006453402341
262	0.006394400855
263	0.006354157589
264	0.006354140196
265	0.006354140196
266	0.006354140196
267	0.006354140196
268	0.006354044615
269	0.006354044615
270	0.006354044615
271	0.006354052223
272	0.006353953427
273	0.00635387582
274	0.006353858473
275	0.006353794646
276	0.006353805218
277	0.006353736392
278	0.006353683153
279	0.00635350615
280	0.00635350615
281	0.00635350615
282	0.006317789549
283	0.006273108348
284	0.006273111614
285	0.00627294398
286	0.006250020082
287	0.006249951841
288	0.006226205147
289	0.006138522363
290	0.006116982149
291	0.006031508949
292	0.006031482682
293	0.006031482682
294	0.006031482682
295	0.006031482682
296	0.006031482682
297	0.005984325284
298	0.005984252582
299	0.005936370884
300	0.005877566661
301	0.005877511607
302	0.005877511607
303	0.005877511607
304	0.005877511607
305	0.005877506169
306	0.005877497444
307	0.005877497444
308	0.005877497444
309	0.005877497444
310	0.005877482912
311	0.005877446891
312	0.005877440011
313	0.005877304968
314	0.005877294933
315	0.005877280935
316	0.005877254076
317	0.005877251688
318	0.005877188436
319	0.005877167485
320	0.005877148688
321	0.005877113115
322	0.005877102248
323	0.005877091632
324	0.005877091632
325	0.005877067292
326	0.005877069668
327	0.005877007265
328	0.005876973747
329	0.005876973747
330	0.005876973747
331	0.005876973747
332	0.005876973747
333	0.005876412687
334	0.005876373229
335	0.005876373229
336	0.005876378994
337	0.005876378994
338	0.005876378994
339	0.005876378994
340	0.005876378994
341	0.005876378994
342	0.005876378994
343	0.005876360496
